2.546922	55.086826	-52.766436
9.748909	74.699242	43.199159
24.437851	48.389843	182.361201
15.635930	81.676994	56.322139
33.356503	69.728386	319.925495
9.029054	78.715477	37.688834
29.143805	51.082798	274.901212
13.899807	11.198767	-16.115302
5.927610	39.156162	6.519674
8.024232	23.271889	103.880425
39.569687	45.655384	-4.370531
6.965621	10.373547	-70.218366
2.834178	40.230415	-43.770163
22.437361	55.694752	220.382600
25.066149	58.573261	290.695838
8.733787	63.043610	1.804031
19.404585	38.169807	205.041181
4.638966	58.614765	-36.225703
31.874447	74.208504	248.205873
21.995605	34.156010	295.584922
35.348976	68.134094	296.112500
38.346279	84.057434	-22.302198
22.725760	21.387066	446.564214
19.828028	28.826258	365.072871
34.833977	26.768089	337.617139
31.737114	77.492294	171.751539
39.879833	89.975586	-90.826597
25.431227	41.395000	190.496994
12.482986	33.782463	175.048608
34.005402	11.899472	-54.754504
16.594975	17.409893	213.429488
27.895216	14.497208	180.139873
2.829600	83.503220	-18.801158
12.845776	31.831720	203.667767
24.546572	65.294655	275.250697
33.910412	68.119446	324.471695
20.685217	26.428724	404.484055
30.390102	47.476730	209.703413
19.673529	85.932495	37.330883
30.416424	18.662374	438.551139
24.964294	40.818810	195.744950
30.062792	58.717308	360.444007
23.965193	38.907131	218.902417
8.183310	28.008362	123.717483
18.443251	74.230476	109.481362
21.891462	89.199196	5.246870
30.683081	37.644886	212.312535
8.836787	62.584614	2.594143
20.946150	15.083162	208.252119
28.740959	50.384529	258.672273
8.031098	85.966675	-5.763482
7.809076	82.409431	14.407148
28.483459	34.243904	305.218499
18.495895	15.630054	194.110183
38.747978	64.654991	191.681342
8.246254	80.180367	27.915777
33.313015	56.563919	331.642400
9.675665	24.231392	146.894577
33.144779	48.021179	197.203639
8.333232	50.313728	-0.440153
29.950636	42.447277	172.784694
12.984252	55.499435	51.103071
28.084047	70.468155	284.338122
29.571827	48.023621	219.131059
7.113254	39.424728	24.296140
33.800545	12.807703	-29.846031
21.888029	63.038727	222.991758
18.483305	18.374279	288.277057
38.100224	83.710747	-11.685269
23.108004	37.679066	235.678288
20.189672	39.998474	184.887110
34.261757	35.349892	154.013712
19.603718	31.751152	317.418477
39.361401	33.823971	-15.030078
30.219580	55.382240	341.639971
9.849620	70.905182	30.261900
33.979080	41.812492	101.820224
21.283760	81.213112	78.988924
3.530000	89.570297	-47.840638
23.972059	14.040650	168.126792
22.424772	25.525375	440.798466
34.114124	60.140690	330.370940
27.160482	25.828119	489.436374
34.080936	19.866024	391.401695
6.622288	69.450058	-8.045130
14.277474	85.285500	26.121443
13.228019	36.905117	149.997080
7.759865	68.646805	0.569308
33.798256	66.639908	332.554663
25.008926	69.777214	243.889185
11.977142	21.557970	175.111651
2.560656	14.880520	-61.278491
32.733925	78.210091	160.387104
10.396665	19.248329	103.286830
23.245338	11.140171	10.355497
6.766488	46.360973	-10.973406
30.708258	64.891808	361.181944
22.879116	15.910825	278.292560
18.876995	26.155279	371.671636
28.608202	33.228249	327.954870
18.875851	28.594318	352.227001
24.170050	52.606281	227.404188
26.075548	22.815332	506.386306
21.405071	87.043365	29.297740
28.591036	83.984192	63.974992
9.623020	36.875820	88.512073
9.188131	89.614250	-23.400857
19.654072	89.841301	-2.410673
6.156499	60.013733	-23.682118
6.039766	45.018158	-16.618138
37.431866	13.874630	-54.723854
36.048233	33.201393	117.518832
11.023820	71.525314	44.763018
17.901930	26.157721	351.021777
26.052660	58.331551	309.457860
19.435484	47.308270	128.037997
24.918516	60.777916	291.744434
34.554737	76.303291	207.305245
25.929060	67.672661	285.768831
23.715706	40.010681	202.353646
9.410153	69.032562	18.944241
23.317438	82.406990	75.613366
11.607486	25.115208	197.750884
25.177160	65.880615	285.097714
24.422970	38.103886	233.011943
21.042282	16.430861	276.919272
30.277946	58.963894	361.870315
25.764261	65.289772	299.978483
32.669834	21.929075	489.419443
24.101383	79.418625	101.866198
36.683403	59.176308	257.492245
29.788126	13.457137	75.190076
27.541582	88.122498	10.457508
14.312953	55.536057	69.903519
13.968474	23.913998	250.162885
6.570788	79.523605	20.388858
34.420834	69.545273	307.770617
8.308054	36.153141	70.633662
5.475554	16.128117	-24.707672
26.536758	75.600143	165.058494
22.940916	45.860470	157.642850
17.836697	33.899654	258.956280
19.958494	50.096439	139.382813
8.224509	35.843075	71.774153
30.174948	35.110630	268.814585
33.500702	86.725975	-12.373989
35.250557	68.002258	298.897085
13.752174	85.519882	22.361038
7.271188	15.258949	-15.416286
31.936247	51.966614	293.881236
25.361416	86.489151	37.144324
5.210043	80.050964	10.424631
27.019716	35.769829	278.017525
6.430021	50.404068	-21.147363
11.015808	33.223366	152.348225
36.999268	54.093140	214.683177
27.355036	19.162878	472.859272
20.970182	40.330513	185.476775
21.130405	73.468735	139.654665
21.597340	40.589314	185.745807
28.306068	52.572098	292.236377
25.235525	41.614735	188.005929
2.720878	66.630142	-45.520795
6.273232	59.845272	-22.733792
34.871746	49.320045	191.936352
30.525148	49.752190	254.467156
16.754051	72.829063	101.386572
23.230461	38.567768	221.593981
38.339413	60.467850	202.601382
9.121754	39.939877	53.793478
7.435987	69.462265	-0.102417
38.189487	58.959011	204.432645
3.543733	36.387524	-15.634889
4.596622	61.136814	-35.745302
7.435987	77.765739	29.307662
34.911804	57.750481	304.696568
29.561523	78.317513	142.408459
3.050478	20.117496	-7.203498
29.046524	59.371624	355.814892
10.658742	15.276040	33.318420
8.834498	59.928284	1.530807
15.286874	35.552536	198.883879
16.283684	62.880028	106.558789
32.589725	74.550308	244.234621
22.245094	58.888210	229.238523
32.431793	82.048096	83.051417
7.930387	60.414139	-7.442233
17.590639	30.296030	309.941878
7.620243	78.415176	29.668961
4.981155	44.224678	-28.018443
24.000673	34.182869	306.789266
23.051928	28.044985	419.867500
14.175619	18.850368	186.393236
32.801449	20.776695	468.992859
13.159352	73.048798	68.839703
36.071121	73.170868	246.715633
30.392391	59.217812	362.816871
16.042208	78.532364	74.904558
11.068453	79.086578	48.096357
11.103930	29.963987	181.646478
22.840206	88.786583	10.029391
4.517655	16.513870	-30.276833
22.175283	44.144108	157.295366
6.050066	30.703756	68.590090
35.932644	28.621174	227.937145
7.995621	20.007629	66.334616
37.436443	16.408886	26.353433
4.265877	14.697409	-51.129502
15.115207	83.176056	44.528941
17.447584	44.622639	120.576741
37.981201	76.974701	160.392147
22.533495	77.367775	112.428685
28.507492	41.814934	184.569517
12.218619	10.346690	-42.455134
22.209616	86.384171	37.264606
17.451017	29.287699	319.411467
24.458450	30.410778	389.339040
28.150425	85.622421	43.599805
18.831217	81.217995	71.054628
2.768944	85.278175	-28.715901
25.058138	72.892548	195.055962
24.125416	21.394390	473.072963
10.837276	40.640583	75.252606
2.660222	43.433640	-54.159370
5.584277	62.794579	-27.372745
34.566181	15.188147	53.846419
32.914745	62.965485	352.428804
28.430815	74.215828	213.537034
22.380138	64.850304	229.970253
7.853709	65.160378	-5.187864
29.796137	72.218697	273.323376
3.665044	79.494308	2.274626
26.669516	66.525162	309.044727
5.704443	54.159065	-28.808206
38.046432	14.702292	-45.267301
12.811441	21.614124	196.954209
39.316769	59.598679	165.321780
13.459196	83.798637	33.397541
16.282539	65.563217	106.366409
10.698797	22.473524	155.020708
11.520509	51.715141	34.282616
36.335491	18.513443	197.245984
36.349224	45.337990	69.296215
5.504166	72.567825	-4.902612
8.942076	87.951599	-14.015410
31.595201	79.631035	127.763887
10.398953	46.529434	34.286791
2.640767	70.050659	-39.854842
6.776788	42.376476	2.989589
14.167608	89.409164	-6.248302
3.946577	30.166630	31.728788
9.597842	29.815058	148.877383
8.256554	59.625542	-4.431109
35.701466	85.126808	-9.578964
9.837031	72.372505	36.006216
26.708427	62.540665	325.966679
36.592987	46.436657	82.275466
37.048481	63.133945	251.169528
8.153554	60.907318	-5.098684
23.857616	43.763237	168.084853
37.863323	53.245949	175.155092
24.196371	52.916351	231.459318
12.073275	41.756340	83.950943
15.634786	12.929777	46.824617
32.321922	25.720694	456.941684
5.135655	41.153294	-15.599209
24.653004	15.674002	279.220468
9.912564	22.471083	136.826200
26.662649	46.346325	184.293710
25.161137	65.787834	285.318240
19.048662	64.757530	158.799201
17.369762	76.857513	88.990382
24.707937	25.967285	467.316898
38.104801	80.080269	85.601357
17.188940	88.996552	3.351425
9.449065	81.657463	27.301543
24.041872	45.364849	165.048497
26.025192	66.681419	296.166184
4.360866	32.844933	21.955784
